"","ensembl_gene_id","mgi_symbol"
"4639","ENSMUSG00000089097","Gm25658"
"4640","ENSMUSG00000076236","Mir682"
"4641","ENSMUSG00000095178","Gm22716"
"4642","ENSMUSG00000047441","Antxrl"
"4643","ENSMUSG00000073647","Gm10557"
"4644","ENSMUSG00000094515","Gm24567"
"4645","ENSMUSG00000087830","Gm22820"
"4646","ENSMUSG00000080596","Gm22032"
"4647","ENSMUSG00000064637","Snora20"
"4648","ENSMUSG00000064851","Gm24525"
"4649","ENSMUSG00000058567","Gm2531"
"4650","ENSMUSG00000024911","Fibp"
"4651","ENSMUSG00000039109","F13a1"
"4652","ENSMUSG00000074219","Gm10644"
"4653","ENSMUSG00000035711","Dok3"
"4654","ENSMUSG00000089191","Gm25770"
"4655","ENSMUSG00000095357","Gm23286"
"4656","ENSMUSG00000021432","Slc35b3"
"4657","ENSMUSG00000092826","Gm24197"
"4658","ENSMUSG00000088070","Gm22819"
"4659","ENSMUSG00000021748","Pdhb"
"4660","ENSMUSG00000039367","Sec24c"
"4661","ENSMUSG00000095342","Gm26096"
"4662","ENSMUSG00000095116","Gm23714"
"4663","ENSMUSG00000079710","Gm3448"
"4664","ENSMUSG00000088118","Gm24059"
"4665","ENSMUSG00000065686","Snora5c"
"4666","ENSMUSG00000064769","Gm23518"
"4667","ENSMUSG00000070178","n-R5s71"
"4668","ENSMUSG00000021791","Dydc2"
"4669","ENSMUSG00000089436","Gm23198"
"4670","ENSMUSG00000025209","Twnk"
"4671","ENSMUSG00000087862","Gm23048"
"4672","ENSMUSG00000064940","Gm23239"
"4673","ENSMUSG00000065659","Gm23103"
"4674","ENSMUSG00000024404","Riok3"
"4675","ENSMUSG00000094869","Gm21679"
"4676","ENSMUSG00000089366","Gm23824"
"4677","ENSMUSG00000077668","Gm26143"
"4678","ENSMUSG00000088896","Gm22522"
"4679","ENSMUSG00000077305","Gm22470"
"4680","ENSMUSG00000024897","Apba1"
"4681","ENSMUSG00000065307","Gm23247"
"4682","ENSMUSG00000064994","Gm22422"
"4683","ENSMUSG00000090592","Gm17571"
"4684","ENSMUSG00000037972","Snn"
"4685","ENSMUSG00000095969","Rnu1a1"
"4686","ENSMUSG00000088784","Gm25370"
"4687","ENSMUSG00000079382","Gm3443"
"4688","ENSMUSG00000070127","Mir146b"
"4689","ENSMUSG00000074635","3110070M22Rik"
"4690","ENSMUSG00000088363","Gm23497"
"4691","ENSMUSG00000094179","Snord50b"
"4692","ENSMUSG00000022607","Ptk2"
"4693","ENSMUSG00000094173","Mir344h-1"
"4694","ENSMUSG00000094518","Gm6421"
"4695","ENSMUSG00000080364","Gm25777"
"4696","ENSMUSG00000053453","Thoc7"
"4697","ENSMUSG00000092770","Mirlet7a-2"
"4698","ENSMUSG00000092920","Mirt2"
"4699","ENSMUSG00000022516","Nudt16l1"
"4700","ENSMUSG00000064748","n-R5s28"
"4701","ENSMUSG00000064793","Gm24356"
"4702","ENSMUSG00000079707","Tcte3"
"4703","ENSMUSG00000094507","Gm21913"
"4704","ENSMUSG00000093074","Gm25949"
"4705","ENSMUSG00000088504","Gm26490"
"4706","ENSMUSG00000056133","Gm9992"
"4707","ENSMUSG00000065405","Mir30a"
"4708","ENSMUSG00000078488","Gm10945"
"4709","ENSMUSG00000089233","Gm22202"
"4710","ENSMUSG00000075934","Gm24423"
"4711","ENSMUSG00000071847","Apcdd1"
"4712","ENSMUSG00000062561","Gm10118"
"4713","ENSMUSG00000091367","Gm17711"
"4714","ENSMUSG00000094083","Gm1604a"
"4715","ENSMUSG00000090551","A730015C16Rik"
"4716","ENSMUSG00000092905","Gm25735"
"4717","ENSMUSG00000077557","Gm23706"
"4718","ENSMUSG00000064596","Gm22298"
"4719","ENSMUSG00000024878","Cbwd1"
"4720","ENSMUSG00000088691","Gm22331"
"4721","ENSMUSG00000091775","Gm16494"
"4722","ENSMUSG00000021815","Mss51"
"4723","ENSMUSG00000096310","Gm23523"
"4724","ENSMUSG00000043556","Fbxl7"
"4725","ENSMUSG00000088222","Gm22599"
"4726","ENSMUSG00000070511","Gm10295"
"4727","ENSMUSG00000084708","Gm22988"
"4728","ENSMUSG00000096112","Gm26269"
"4729","ENSMUSG00000065737","Gm24490"
"4730","ENSMUSG00000022099","Dmtn"
"4731","ENSMUSG00000056078","Lipm"
"4732","ENSMUSG00000088071","Gm22818"
"4733","ENSMUSG00000055095","Spink6"
"4734","ENSMUSG00000084593","Gm22345"
"4735","ENSMUSG00000070227","Gm24704"
"4736","ENSMUSG00000094183","Gm22622"
"4737","ENSMUSG00000036501","Fam13b"
"4738","ENSMUSG00000088715","Gm22727"
"4739","ENSMUSG00000065792","Gm25515"
"4740","ENSMUSG00000095763",""
"4741","ENSMUSG00000084738","Gm25809"
"4742","ENSMUSG00000024992","Pde6c"
"4743","ENSMUSG00000054051","Ercc6"
"4744","ENSMUSG00000087819","Gm25117"
"4745","ENSMUSG00000023905","Tnfrsf12a"
"4746","ENSMUSG00000064871","Snord58b"
"4747","ENSMUSG00000062012","Zfp13"
"4748","ENSMUSG00000084717","Gm24630"
"4749","ENSMUSG00000065647","Gm25896"
"4750","ENSMUSG00000088098","Gm23674"
"4751","ENSMUSG00000036223","Ska1"
"4752","ENSMUSG00000087884","Gm23601"
"4753","ENSMUSG00000077642","Gm24984"
"4754","ENSMUSG00000096821","Gm24570"
"4755","ENSMUSG00000065162","Gm23645"
"4756","ENSMUSG00000065919","Gm24449"
"4757","ENSMUSG00000088440","Gm23555"
"4758","ENSMUSG00000024258","Polr2d"
"4759","ENSMUSG00000071650","Ganab"
"4760","ENSMUSG00000093060","Mir5104"
"4761","ENSMUSG00000048230","Fbxo43"
"4762","ENSMUSG00000025178","Pi4k2a"
"4763","ENSMUSG00000091580","Gm6467"
"4764","ENSMUSG00000064619","Gm23975"
"4765","ENSMUSG00000064689","Gm25815"
"4766","ENSMUSG00000048612","Myof"
"4767","ENSMUSG00000084560","Gm26478"
"4768","ENSMUSG00000089459","Gm24222"
"4769","ENSMUSG00000065691","n-R5s77"
"4770","ENSMUSG00000088867","Gm23071"
"4771","ENSMUSG00000089078","Gm24502"
"4772","ENSMUSG00000095828","Gm25449"
"4773","ENSMUSG00000092765","Gm23363"
"4774","ENSMUSG00000089320","Gm25976"
"4775","ENSMUSG00000065823","n-R5s182"
"4776","ENSMUSG00000051439","Cd14"
"4777","ENSMUSG00000089066","Gm22836"
"4778","ENSMUSG00000065444","Mir27a"
"4779","ENSMUSG00000054409","Tmem74"
"4780","ENSMUSG00000046761","Fam83h"
"4781","ENSMUSG00000088183","Gm22215"
"4782","ENSMUSG00000087908","Gm22034"
"4783","ENSMUSG00000088608","Gm24186"
"4784","ENSMUSG00000089206","Gm26214"
"4785","ENSMUSG00000089219","Mir1963"
"4786","ENSMUSG00000089207","Gm26213"
"4787","ENSMUSG00000095160","Gm25548"
"4788","ENSMUSG00000065803","Gm23040"
"4789","ENSMUSG00000068604","Gm8225"
"4790","ENSMUSG00000076983","Mir297a-2"
"4791","ENSMUSG00000095234","Gm21586"
"4792","ENSMUSG00000096245","Gm24269"
"4793","ENSMUSG00000053441","Adamts19"
"4794","ENSMUSG00000075033","Nxpe3"
"4795","ENSMUSG00000088855","Gm24724"
"4796","ENSMUSG00000005312","Ubqln1"
"4797","ENSMUSG00000064468","Gm25081"
"4798","ENSMUSG00000001473","Tubb6"
"4799","ENSMUSG00000094887",""
"4800","ENSMUSG00000002329","Mdp1"
"4801","ENSMUSG00000084477","Gm25780"
"4802","ENSMUSG00000092675","Gm25262"
"4803","ENSMUSG00000062376","Borcs7"
"4804","ENSMUSG00000088737","Gm23899"
"4805","ENSMUSG00000084428","Gm25102"
"4806","ENSMUSG00000022109","Med4"
"4807","ENSMUSG00000093828","Ccl27a"
"4808","ENSMUSG00000088191","Gm23903"
"4809","ENSMUSG00000093219","Mir3113"
"4810","ENSMUSG00000071649","B3gat3"
"4811","ENSMUSG00000065254","Gm23973"
"4812","ENSMUSG00000091028","Gm10722"
"4813","ENSMUSG00000022332","Khdrbs3"
"4814","ENSMUSG00000033111","3830406C13Rik"
"4815","ENSMUSG00000024975","Pdcd4"
"4816","ENSMUSG00000095728",""
"4817","ENSMUSG00000092999","Gm23921"
"4818","ENSMUSG00000075229","Ccdc58"
"4819","ENSMUSG00000021799","Opn4"
"4820","ENSMUSG00000096120","Gm21800"
"4821","ENSMUSG00000032735","Ablim3"
"4822","ENSMUSG00000022023","Wbp4"
"4823","ENSMUSG00000024553","Galr1"
"4824","ENSMUSG00000058953","Gm4822"
"4825","ENSMUSG00000057446","Cts8"
"4826","ENSMUSG00000077622","Gm23836"
"4827","ENSMUSG00000091723","Gm17366"
"4828","ENSMUSG00000065238","Gm22970"
"4829","ENSMUSG00000055795","Gm5160"
"4830","ENSMUSG00000092978","Gm25070"
"4831","ENSMUSG00000043982","Krtap19-4"
"4832","ENSMUSG00000044447","Dock5"
"4833","ENSMUSG00000021965","Ska3"
"4834","ENSMUSG00000088495","Gm24398"
"4835","ENSMUSG00000052727","Map1b"
"4836","ENSMUSG00000087985","Gm22223"
"4837","ENSMUSG00000095693","Gm21820"
"4838","ENSMUSG00000024827","Gldc"
"4839","ENSMUSG00000033306","Lpp"
"4840","ENSMUSG00000022075","Rhobtb2"
"4841","ENSMUSG00000002274","Metrn"
"4842","ENSMUSG00000088498","Gm24402"
"4843","ENSMUSG00000025225","Nfkb2"
"4844","ENSMUSG00000033382","Trappc8"
"4845","ENSMUSG00000064398","Gm23628"
"4846","ENSMUSG00000094979","Gm25253"
"4847","ENSMUSG00000055072","Gm9964"
"4848","ENSMUSG00000042179","Pnliprp1"
"4849","ENSMUSG00000089177","Gm22435"
"4850","ENSMUSG00000003206","Ebi3"
"4851","ENSMUSG00000022468","Endou"
"4852","ENSMUSG00000064845","Gm26203"
"4853","ENSMUSG00000045506","A930002H24Rik"
"4854","ENSMUSG00000033834","Tpbpa"
"4855","ENSMUSG00000074735","Gm21994"
"4856","ENSMUSG00000096586","Gm22918"
"4857","ENSMUSG00000037386","Rims2"
"4858","ENSMUSG00000089586","Gm25348"
"4859","ENSMUSG00000022892","App"
"4860","ENSMUSG00000084684","Gm22026"
"4861","ENSMUSG00000096231","Gm22584"
"4862","ENSMUSG00000076121","Mir687"
"4863","ENSMUSG00000095315","Gm10130"
"4864","ENSMUSG00000088348","Gm23865"
"4865","ENSMUSG00000024194","Cuta"
"4866","ENSMUSG00000084602","n-R5s34"
"4867","ENSMUSG00000064574","Gm25797"
"4868","ENSMUSG00000067929","Gm10226"
"4869","ENSMUSG00000074473","A230072I06Rik"
"4870","ENSMUSG00000049076","Acap2"
"4871","ENSMUSG00000052504","Epha3"
"4872","ENSMUSG00000074485","Gm7381"
"4873","ENSMUSG00000025014","Dntt"
"4874","ENSMUSG00000092647","Gm22234"
"4875","ENSMUSG00000078240","Gm3550"
"4876","ENSMUSG00000022012","Enox1"
"4877","ENSMUSG00000024386","Proc"
"4878","ENSMUSG00000064437","Snord49b"
"4879","ENSMUSG00000024603","Dctn4"
"4880","ENSMUSG00000091844","Gm8251"
"4881","ENSMUSG00000093021","Gm25303"
"4882","ENSMUSG00000022360","Atad2"
"4883","ENSMUSG00000084633","Gm23886"
"4884","ENSMUSG00000022591","Gm9747"
"4885","ENSMUSG00000053706","B430305J03Rik"
"4886","ENSMUSG00000096095","Gm26332"
"4887","ENSMUSG00000002835","Chaf1a"
"4888","ENSMUSG00000093298","Mir3473b"
"4889","ENSMUSG00000095462","Gm21725"
"4890","ENSMUSG00000088179","Gm23106"
"4891","ENSMUSG00000065282","Gm24455"
"4892","ENSMUSG00000061848","Gm5805"
"4893","ENSMUSG00000060224","Pyroxd2"
"4894","ENSMUSG00000034379","Wdr5b"
"4895","ENSMUSG00000076377","Gm22370"
"4896","ENSMUSG00000088972","Gm23761"
"4897","ENSMUSG00000065412","Mir29b-2"
"4898","ENSMUSG00000089593","Gm26159"
"4899","ENSMUSG00000021741","Gm5457"
"4900","ENSMUSG00000092821","Gm23163"
"4901","ENSMUSG00000046145","1700018M17Rik"
"4902","ENSMUSG00000096148","Gm25816"
"4903","ENSMUSG00000093013","Gm22461"
"4904","ENSMUSG00000088682","Gm23999"
"4905","ENSMUSG00000088573","Gm24530"
"4906","ENSMUSG00000089085","Gm24004"
"4907","ENSMUSG00000092939","Gm22907"
"4908","ENSMUSG00000023169","Slc38a1"
"4909","ENSMUSG00000095020","Gm24020"
"4910","ENSMUSG00000065204","Gm24610"
"4911","ENSMUSG00000050697","Prkaa1"
"4912","ENSMUSG00000088786","Gm25372"
"4913","ENSMUSG00000077484","Gm25274"
"4914","ENSMUSG00000088055","Gm26148"
"4915","ENSMUSG00000095282","Gm22548"
"4916","ENSMUSG00000030775","Trat1"
"4917","ENSMUSG00000094175","Gm24427"
"4918","ENSMUSG00000094442","Gm25452"
"4919","ENSMUSG00000088716","Gm22724"
"4920","ENSMUSG00000065072","Gm24533"
"4921","ENSMUSG00000079600","Gm17604"
"4922","ENSMUSG00000088002","Gm24775"
"4923","ENSMUSG00000064697","Gm24147"
"4924","ENSMUSG00000094812","Gm22614"
"4925","ENSMUSG00000065055","n-R5s213"
"4926","ENSMUSG00000084606","Gm23118"
"4927","ENSMUSG00000072900","Mir540"
"4928","ENSMUSG00000077796","Gm25562"
"4929","ENSMUSG00000056682","4930465K10Rik"
"4930","ENSMUSG00000077630","Gm22149"
"4931","ENSMUSG00000088279","Gm23120"
"4932","ENSMUSG00000071311","Gpr31b"
"4933","ENSMUSG00000077481","Gm25272"
"4934","ENSMUSG00000091938","Gm2564"
"4935","ENSMUSG00000067292","Gm10203"
"4936","ENSMUSG00000045008","9030612E09Rik"
"4937","ENSMUSG00000087723","Gm26278"
"4938","ENSMUSG00000077477","Gm24793"
"4939","ENSMUSG00000080413","Gm26473"
"4940","ENSMUSG00000095023","Gm24019"
"4941","ENSMUSG00000096913","Gm24866"
"4942","ENSMUSG00000089370","Gm22140"
"4943","ENSMUSG00000052369","Tmem106c"
"4944","ENSMUSG00000093992","Gm26427"
"4945","ENSMUSG00000025016","Tm9sf3"
"4946","ENSMUSG00000064717","Gm24208"
"4947","ENSMUSG00000077407","Gm25422"
"4948","ENSMUSG00000041840","Haus1"
"4949","ENSMUSG00000024074","Crim1"
"4950","ENSMUSG00000046961","Gpr156"
"4951","ENSMUSG00000094033","Gm24655"
"4952","ENSMUSG00000065431","Mir186"
"4953","ENSMUSG00000095703","Gm24829"
"4954","ENSMUSG00000064724","Gm25852"
"4955","ENSMUSG00000040771","Oard1"
"4956","ENSMUSG00000088200","Gm23753"
"4957","ENSMUSG00000009035","Tmem184b"
"4958","ENSMUSG00000077188","Gm25090"
"4959","ENSMUSG00000089307","Gm24843"
"4960","ENSMUSG00000096237",""
"4961","ENSMUSG00000088008","Gm25492"
"4962","ENSMUSG00000092097","Gm5819"
"4963","ENSMUSG00000094008","Gm24168"
"4964","ENSMUSG00000065514","Mir106b"
"4965","ENSMUSG00000054277","Arfgap3"
"4966","ENSMUSG00000054008","Ndst1"
"4967","ENSMUSG00000023013","Aqp2"
"4968","ENSMUSG00000044461","Shisa2"
"4969","ENSMUSG00000093185","Gm25692"
"4970","ENSMUSG00000092956","Gm26220"
"4971","ENSMUSG00000091285","Gm17430"
"4972","ENSMUSG00000093290","Mir3572"
"4973","ENSMUSG00000088758","Gm24898"
"4974","ENSMUSG00000035078","Mtmr9"
"4975","ENSMUSG00000023411","Nfatc4"
"4976","ENSMUSG00000092714","Gm22854"
"4977","ENSMUSG00000088843","Gm26357"
"4978","ENSMUSG00000095602","Gm21788"
"4979","ENSMUSG00000024896","Minpp1"
"4980","ENSMUSG00000094621",""
"4981","ENSMUSG00000088149","Gm24716"
"4982","ENSMUSG00000094462","Gm21028"
"4983","ENSMUSG00000022142","Nup155"
"4984","ENSMUSG00000071716","Apol7e"
"4985","ENSMUSG00000093276","Gm26237"
"4986","ENSMUSG00000077938","Gm24132"
"4987","ENSMUSG00000072501","Phf20l1"
"4988","ENSMUSG00000088451","Gm26368"
"4989","ENSMUSG00000022453","Naga"
"4990","ENSMUSG00000065564","Mirlet7b"
"4991","ENSMUSG00000065259","Snora30"
"4992","ENSMUSG00000097112","Gm26727"
"4993","ENSMUSG00000084625","Gm25544"
"4994","ENSMUSG00000092758","Gm25026"
"4995","ENSMUSG00000043501","Lgals2"
"4996","ENSMUSG00000078850","Gm2348"
"4997","ENSMUSG00000096815","Gm25086"
"4998","ENSMUSG00000089452","Gm24223"
"4999","ENSMUSG00000021518","Ptdss1"
"5000","ENSMUSG00000095843","Gm26491"
"5001","ENSMUSG00000078017","Mir883a"
"5002","ENSMUSG00000084513","n-R5s179"
"5003","ENSMUSG00000096371","Gm22367"
"5004","ENSMUSG00000095891","Gm10717"
"5005","ENSMUSG00000080452","Mir1306"
"5006","ENSMUSG00000046523","Kctd4"
"5007","ENSMUSG00000077299","Gm24126"
"5008","ENSMUSG00000095112","Gm23712"
"5009","ENSMUSG00000064843","Gm26207"
"5010","ENSMUSG00000047911","Npm2"
"5011","ENSMUSG00000015812","Gnrh1"
"5012","ENSMUSG00000077659","Gm23323"
"5013","ENSMUSG00000021951","Eef1akmt1"
"5014","ENSMUSG00000064859","Gm24524"
"5015","ENSMUSG00000065130","Gm24457"
"5016","ENSMUSG00000064977","Gm26056"
"5017","ENSMUSG00000084549","DQ267100"
"5018","ENSMUSG00000093351","Mir3072"
"5019","ENSMUSG00000084669","Gm23206"
"5020","ENSMUSG00000072673","Gm10392"
"5021","ENSMUSG00000065464","Mir185"
"5022","ENSMUSG00000065394","Mir25"
"5023","ENSMUSG00000088417","Gm24238"
"5024","ENSMUSG00000065622","Gm24763"
"5025","ENSMUSG00000038773","Kdm3b"
"5026","ENSMUSG00000084746","Gm25292"
"5027","ENSMUSG00000056492","Adgrf5"
"5028","ENSMUSG00000096019","Gm26504"
"5029","ENSMUSG00000042364","Snx18"
"5030","ENSMUSG00000088554","Gm22097"
"5031","ENSMUSG00000071042","Rasgrp3"
"5032","ENSMUSG00000088487","Gm26045"
"5033","ENSMUSG00000065206","Gm24611"
"5034","ENSMUSG00000095886","Esp38"
"5035","ENSMUSG00000077197","Gm22268"
"5036","ENSMUSG00000094636","Gm24219"
"5037","ENSMUSG00000094513","Gm24566"
"5038","ENSMUSG00000071867","Gm6304"
"5039","ENSMUSG00000070175","Gm24162"
"5040","ENSMUSG00000021973","Micu2"
"5041","ENSMUSG00000045629","Sh3tc2"
"5042","ENSMUSG00000077383","Gm22659"
"5043","ENSMUSG00000024206","Rfx2"
"5044","ENSMUSG00000064443","Gm26226"
"5045","ENSMUSG00000050685","Ccdc54"
"5046","ENSMUSG00000077459","Gm25919"
"5047","ENSMUSG00000064722","Gm25857"
"5048","ENSMUSG00000062901","Klhl24"
"5049","ENSMUSG00000096852","Cyp2d12"
"5050","ENSMUSG00000065435","Mir135b"
"5051","ENSMUSG00000076392","Gm25992"
"5052","ENSMUSG00000095609","Gm21188"
"5053","ENSMUSG00000094190","Gm25451"
"5054","ENSMUSG00000089506","Gm23476"
"5055","ENSMUSG00000094911","Gm21921"
"5056","ENSMUSG00000096431","Gm22131"
"5057","ENSMUSG00000045104","Gm5514"
"5058","ENSMUSG00000088491","Mir1953"
"5059","ENSMUSG00000088241","Gm22916"
"5060","ENSMUSG00000089578","Gm25971"
"5061","ENSMUSG00000092730","Snora24"
"5062","ENSMUSG00000089285","Gm26028"
"5063","ENSMUSG00000065474","Mir141"
"5064","ENSMUSG00000074215","Gm10643"
"5065","ENSMUSG00000093073","Mir124a-2"
"5066","ENSMUSG00000096808",""
"5067","ENSMUSG00000048385","Scrt1"
"5068","ENSMUSG00000023982","Guca1a"
"5069","ENSMUSG00000089036","Gm22158"
"5070","ENSMUSG00000089432","Mir1966"
"5071","ENSMUSG00000077302","Gm22473"
"5072","ENSMUSG00000087958","Gm22563"
"5073","ENSMUSG00000050783","Htr1f"
"5074","ENSMUSG00000074210","E130208F15Rik"
"5075","ENSMUSG00000066810","Gm10181"
"5076","ENSMUSG00000064579","Gm25796"
"5077","ENSMUSG00000096006","Gm21596"
"5078","ENSMUSG00000030662","Ipo5"
"5079","ENSMUSG00000088257","Gm24286"
"5080","ENSMUSG00000077674","Gm24470"
"5081","ENSMUSG00000073572","Gm10542"
"5082","ENSMUSG00000088181","Gm22217"
"5083","ENSMUSG00000080524","Gm23879"
"5084","ENSMUSG00000090475","Gm6245"
"5085","ENSMUSG00000065199","Gm23461"
"5086","ENSMUSG00000065501","Mir335"
"5087","ENSMUSG00000092919","Gm24080"
"5088","ENSMUSG00000095346","Gm21905"
"5089","ENSMUSG00000052779","4833418N17Rik"
"5090","ENSMUSG00000064081","Gm8973"
"5091","ENSMUSG00000065680","Snord38a"
"5092","ENSMUSG00000024846","Cst6"
"5093","ENSMUSG00000094309","Btbd35f1"
"5094","ENSMUSG00000059040","Eno1b"
"5095","ENSMUSG00000084547","Gm24936"
"5096","ENSMUSG00000053205","Styx"
"5097","ENSMUSG00000095856","Gm22619"
"5098","ENSMUSG00000094740","Gm17449"
"5099","ENSMUSG00000052584","Serp2"
"5100","ENSMUSG00000089413","Gm22013"
"5101","ENSMUSG00000089409","Gm24884"
"5102","ENSMUSG00000065298","Gm26121"
"5103","ENSMUSG00000088683","Gm24858"
"5104","ENSMUSG00000038059","Smim3"
"5105","ENSMUSG00000089514","Gm26291"
"5106","ENSMUSG00000036533","Cdc42ep3"
"5107","ENSMUSG00000065795","Gm25513"
"5108","ENSMUSG00000088021","Gm22145"
"5109","ENSMUSG00000093443","Gm22871"
"5110","ENSMUSG00000077451","Gm25916"
"5111","ENSMUSG00000022382","Wnt7b"
"5112","ENSMUSG00000072624","Gm5460"
"5113","ENSMUSG00000065397","Mir155"
"5114","ENSMUSG00000066944","4921513D11Rik"
"5115","ENSMUSG00000094599","Snord116l3"
"5116","ENSMUSG00000065273","Gm25128"
"5117","ENSMUSG00000021975","Ints9"
"5118","ENSMUSG00000088591","Gm23964"
"5119","ENSMUSG00000024544","Ldlrad4"
"5120","ENSMUSG00000088422","Gm22553"
"5121","ENSMUSG00000096826","Ccl27b"
"5122","ENSMUSG00000065311","n-R5s156"
"5123","ENSMUSG00000065226","Gm25791"
"5124","ENSMUSG00000047641","Krt87"
"5125","ENSMUSG00000095122","Gm23215"
"5126","ENSMUSG00000077327","Gm25938"
"5127","ENSMUSG00000035692","Isg15"
"5128","ENSMUSG00000079222",""
"5129","ENSMUSG00000065048","Gm24042"
"5130","ENSMUSG00000056185","Snx32"
"5131","ENSMUSG00000089179","Gm22428"
"5132","ENSMUSG00000096830","Gm26231"
"5133","ENSMUSG00000096388","Gm25355"
"5134","ENSMUSG00000077283","n-R5s158"
"5135","ENSMUSG00000077410","Gm23750"
"5136","ENSMUSG00000095926","Gm24039"
"5137","ENSMUSG00000022021","Diaph3"
"5138","ENSMUSG00000094287","Gm26433"
"5139","ENSMUSG00000050222","Il17d"
"5140","ENSMUSG00000093157","Mir3098"
"5141","ENSMUSG00000064796","Terc"
"5142","ENSMUSG00000096042","Vmn2r125"
"5143","ENSMUSG00000087939","Gm23676"
"5144","ENSMUSG00000054863","Fam19a5"
"5145","ENSMUSG00000065585","Mir211"
"5146","ENSMUSG00000065570","Mir412"
"5147","ENSMUSG00000049436","Upk1b"
"5148","ENSMUSG00000068086","Cyp2d9"
"5149","ENSMUSG00000076948","Mir467e"
"5150","ENSMUSG00000067596","Krt74"
"5151","ENSMUSG00000065141","Gm22652"
"5152","ENSMUSG00000070141","Mir494"
"5153","ENSMUSG00000077962","Mir874"
"5154","ENSMUSG00000078984","Gm11027"
"5155","ENSMUSG00000093023","Gm27826"
"5156","ENSMUSG00000080383","Gm22103"
"5157","ENSMUSG00000076323","Gm26339"
"5158","ENSMUSG00000084537","Gm25845"
"5159","ENSMUSG00000093138","Gm25998"
"5160","ENSMUSG00000088227","Gm22597"
"5161","ENSMUSG00000076128","Mir686"
"5162","ENSMUSG00000088015","Mir1932"
"5163","ENSMUSG00000065637","Gm26397"
"5164","ENSMUSG00000065289","Gm23650"
"5165","ENSMUSG00000089168","Gm24128"
"5166","ENSMUSG00000004730","Adgre1"
"5167","ENSMUSG00000065336","Snora34"
"5168","ENSMUSG00000074837","Gm10770"
"5169","ENSMUSG00000053465","Hs6st3"
"5170","ENSMUSG00000094923","Gm24760"
"5171","ENSMUSG00000065763","Gm23847"
"5172","ENSMUSG00000094917","Gm26390"
"5173","ENSMUSG00000062619","2310039H08Rik"
"5174","ENSMUSG00000094292","Gm23610"
"5175","ENSMUSG00000065413","Mir367"
"5176","ENSMUSG00000093334","Gm22118"
"5177","ENSMUSG00000034522","Zfp395"
"5178","ENSMUSG00000042041","2010003K11Rik"
"5179","ENSMUSG00000077228","Gm22273"
"5180","ENSMUSG00000089158","Gm23583"
"5181","ENSMUSG00000022429","Dmc1"
"5182","ENSMUSG00000060143","Gm10076"
"5183","ENSMUSG00000065481","Mir346"
"5184","ENSMUSG00000093114","Gm22696"
"5185","ENSMUSG00000093301","Gm23798"
"5186","ENSMUSG00000095769","Gm21891"
"5187","ENSMUSG00000094958","3110021N24Rik"
"5188","ENSMUSG00000095596","Gm24303"
"5189","ENSMUSG00000087843","Gm23314"
"5190","ENSMUSG00000093998","Gm26500"
"5191","ENSMUSG00000089387","Gm24679"
"5192","ENSMUSG00000084451","Gm24594"
"5193","ENSMUSG00000096771","Gm22115"
"5194","ENSMUSG00000024749","Tmc1"
"5195","ENSMUSG00000095323","Mir3470a"
"5196","ENSMUSG00000088629","Gm23030"
"5197","ENSMUSG00000053615","Gm9913"
"5198","ENSMUSG00000077890","Mir875"
"5199","ENSMUSG00000070108","Mir500"
"5200","ENSMUSG00000092997","Gm23917"
"5201","ENSMUSG00000080434","Gm23177"
"5202","ENSMUSG00000046573","Lyrm4"
"5203","ENSMUSG00000088361","Gm23499"
"5204","ENSMUSG00000065767","Gm23849"
"5205","ENSMUSG00000094129","Gm23944"
"5206","ENSMUSG00000096406","Rn5s"
"5207","ENSMUSG00000065565","Mir181a-1"
"5208","ENSMUSG00000077366","Gm23484"
"5209","ENSMUSG00000092913","Gm24085"
"5210","ENSMUSG00000063971","Krt88"
"5211","ENSMUSG00000022408","Fam83f"
"5212","ENSMUSG00000077271","Gm22781"
"5213","ENSMUSG00000075903","Gm23941"
"5214","ENSMUSG00000077306","Gm22469"
"5215","ENSMUSG00000065676","Snord42b"
"5216","ENSMUSG00000076122","Mir503"
"5217","ENSMUSG00000077399","Gm24335"
"5218","ENSMUSG00000088717","Gm22725"
"5219","ENSMUSG00000079794",""
"5220","ENSMUSG00000092794","Mir3110"
"5221","ENSMUSG00000084588","n-R5s68"
"5222","ENSMUSG00000064840","Gm26204"
"5223","ENSMUSG00000093944","Gm22833"
"5224","ENSMUSG00000003354","Ccdc65"
"5225","ENSMUSG00000089286","Gm24277"
"5226","ENSMUSG00000064566","Gm24144"
"5227","ENSMUSG00000096028","Gm25984"
"5228","ENSMUSG00000087968","Gm25395"
"5229","ENSMUSG00000064842","Gm26206"
"5230","ENSMUSG00000033278","Ptprm"
"5231","ENSMUSG00000087802","Gm25979"
"5232","ENSMUSG00000087913","Gm24915"
"5233","ENSMUSG00000089560","Gm24668"
"5234","ENSMUSG00000088196","Gm23902"
"5235","ENSMUSG00000023980","Taf8"
"5236","ENSMUSG00000070182","Gm24817"
"5237","ENSMUSG00000065815","Gm24697"
"5238","ENSMUSG00000021440","Cts7"
"5239","ENSMUSG00000092896","Gm23811"
"5240","ENSMUSG00000084620","Gm25103"
"5241","ENSMUSG00000088201","Gm23754"
"5242","ENSMUSG00000065371","Gm22739"
"5243","ENSMUSG00000024098","Twsg1"
"5244","ENSMUSG00000077527","Gm25506"
