"","ensembl_gene_id","mgi_symbol"
"25365","ENSMUSG00000017723","Wfdc2"
"25366","ENSMUSG00000028345","Tex10"
"25367","ENSMUSG00000095869","Ppp1r2-ps6"
"25368","ENSMUSG00000003778","Brd8"
"25369","ENSMUSG00000035933","Cog5"
"25370","ENSMUSG00000025940","Tmem70"
"25371","ENSMUSG00000041550","Serpina5"
"25372","ENSMUSG00000021216","Tubal3"
"25373","ENSMUSG00000072944","Nup62cl"
"25374","ENSMUSG00000029066","Mrpl20"
"25375","ENSMUSG00000082481","Rps12-ps19"
"25376","ENSMUSG00000085765","Gm12333"
"25377","ENSMUSG00000018669","Cdk5rap3"
"25378","ENSMUSG00000054520","Sh3bp2"
"25379","ENSMUSG00000001323","Srr"
"25380","ENSMUSG00000038141","Tmem181a"
"25381","ENSMUSG00000060034","Ctf2"
"25382","ENSMUSG00000057469","E2f6"
"25383","ENSMUSG00000055491","Pprc1"
"25384","ENSMUSG00000086591","Dnah2os"
"25385","ENSMUSG00000061981","Flot2"
"25386","ENSMUSG00000011427","Zfp790"
"25387","ENSMUSG00000073377","AU016765"
"25388","ENSMUSG00000042340","Ctf1"
"25389","ENSMUSG00000028344","Invs"
"25390","ENSMUSG00000093839","Olfr462"
"25391","ENSMUSG00000050071","Bex1"
"25392","ENSMUSG00000044177","Wfikkn2"
"25393","ENSMUSG00000029235","Pdcl2"
"25394","ENSMUSG00000044067","Gpr22"
"25395","ENSMUSG00000080768","Gm12219"
"25396","ENSMUSG00000083673","Vmn1r-ps111"
"25397","ENSMUSG00000085221","Gm11309"
"25398","ENSMUSG00000094091","Gm21885"
"25399","ENSMUSG00000079428","Tceal7"
"25400","ENSMUSG00000054612","Mgmt"
"25401","ENSMUSG00000024421","Lama3"
"25402","ENSMUSG00000025351","Cd63"
"25403","ENSMUSG00000044988","Ucn3"
"25404","ENSMUSG00000061489","Olfr525"
"25405","ENSMUSG00000091890","A830073O21Rik"
"25406","ENSMUSG00000050288","Fzd2"
"25407","ENSMUSG00000078670","Fam174b"
"25408","ENSMUSG00000045713","Vmn1r76"
"25409","ENSMUSG00000004842","Pou1f1"
"25410","ENSMUSG00000091049","Gm1979"
"25411","ENSMUSG00000046093","Hpcal4"
"25412","ENSMUSG00000074596","Spint3"
"25413","ENSMUSG00000062782","Olfr527"
"25414","ENSMUSG00000093920","Olfr463"
"25415","ENSMUSG00000043421","Hilpda"
"25416","ENSMUSG00000038792","4931403M11Rik"
"25417","ENSMUSG00000001918","Slc1a5"
"25418","ENSMUSG00000000381","Wap"
"25419","ENSMUSG00000054115","Skp2"
"25420","ENSMUSG00000089887","4930428N03Rik"
"25421","ENSMUSG00000027270","Lamp5"
"25422","ENSMUSG00000017652","Cd40"
"25423","ENSMUSG00000092466","Vmn1r-ps57"
"25424","ENSMUSG00000072686","Gm10398"
"25425","ENSMUSG00000032066","Bco2"
"25426","ENSMUSG00000092208","Vmn1r-ps58"
"25427","ENSMUSG00000027427","Polr3f"
"25428","ENSMUSG00000050010","Shisa3"
"25429","ENSMUSG00000072915","Gm12258"
"25430","ENSMUSG00000038496","Slc19a3"
"25431","ENSMUSG00000096626","Gm21861"
"25432","ENSMUSG00000020561","Twistnb"
"25433","ENSMUSG00000052305","Hbb-bs"
"25434","ENSMUSG00000026587","Astn1"
"25435","ENSMUSG00000085363","Gm15478"
"25436","ENSMUSG00000039217","Il18"
"25437","ENSMUSG00000081438","Gm11254"
"25438","ENSMUSG00000087261","Gm15477"
"25439","ENSMUSG00000006576","Slc4a3"
"25440","ENSMUSG00000019853","Hebp2"
"25441","ENSMUSG00000081953","Gm12435"
"25442","ENSMUSG00000060787","Olfr464"
"25443","ENSMUSG00000029304","Spp1"
"25444","ENSMUSG00000090671","Gm5067"
"25445","ENSMUSG00000036887","C1qa"
"25446","ENSMUSG00000025779","Ly96"
"25447","ENSMUSG00000083135","Gm11504"
"25448","ENSMUSG00000087020","Gm16283"
"25449","ENSMUSG00000060601","Nr1h2"
"25450","ENSMUSG00000044639","Gm11507"
"25451","ENSMUSG00000051343","Rab11fip5"
"25452","ENSMUSG00000084136","Vmn1r207-ps"
"25453","ENSMUSG00000032065","Tex12"
"25454","ENSMUSG00000020264","Slc36a2"
"25455","ENSMUSG00000079652","Fam71f2"
"25456","ENSMUSG00000040760","Appl1"
"25457","ENSMUSG00000083659","Gm11258"
"25458","ENSMUSG00000067700","Gm5862"
"25459","ENSMUSG00000039913","Pak7"
"25460","ENSMUSG00000074595","Wfdc6a"
"25461","ENSMUSG00000003813","Rad23a"
"25462","ENSMUSG00000045087","S1pr5"
"25463","ENSMUSG00000018678","Sp2"
"25464","ENSMUSG00000082533","Gm11253"
"25465","ENSMUSG00000082540","Vmn1r-ps112"
"25466","ENSMUSG00000060112","Olfr60"
"25467","ENSMUSG00000030782","Tgfb1i1"
"25468","ENSMUSG00000081531","Vmn1r-ps113"
"25469","ENSMUSG00000042712","Tceal9"
"25470","ENSMUSG00000073119","Speer4a"
"25471","ENSMUSG00000028932","Psmc2"
"25472","ENSMUSG00000050855","Zfp940"
"25473","ENSMUSG00000036526","Card11"
"25474","ENSMUSG00000037446","Tulp1"
"25475","ENSMUSG00000080730","Gm11313"
"25476","ENSMUSG00000017733","Eppin"
"25477","ENSMUSG00000085744","Gm12259"
"25478","ENSMUSG00000033751","Gadd45gip1"
"25479","ENSMUSG00000074274","D930028M14Rik"
"25480","ENSMUSG00000097809","Gm26554"
"25481","ENSMUSG00000090331","Gm17199"
"25482","ENSMUSG00000031105","Slc25a14"
"25483","ENSMUSG00000019087","Atp6ap1"
"25484","ENSMUSG00000083518","Gm9429"
"25485","ENSMUSG00000087643","Gm11314"
"25486","ENSMUSG00000084311","Gm11257"
"25487","ENSMUSG00000085383","Gm14218"
"25488","ENSMUSG00000071493","Vmn1r208"
"25489","ENSMUSG00000080877","Rpl22-ps1"
"25490","ENSMUSG00000028675","Pnrc2"
"25491","ENSMUSG00000020491","2810021J22Rik"
"25492","ENSMUSG00000081067","Gm12912"
"25493","ENSMUSG00000022215","Fitm1"
"25494","ENSMUSG00000047040","Prr15l"
"25495","ENSMUSG00000008496","Pou2f2"
"25496","ENSMUSG00000069237","Fam8a1"
"25497","ENSMUSG00000054894","Atp5s"
"25498","ENSMUSG00000007867","Ift43"
"25499","ENSMUSG00000092398","Vmn1r-ps59"
"25500","ENSMUSG00000022214","Dcaf11"
"25501","ENSMUSG00000009073","Nf2"
"25502","ENSMUSG00000020483","Dynll2"
"25503","ENSMUSG00000045838","A430105I19Rik"
"25504","ENSMUSG00000094344","Gm11942"
"25505","ENSMUSG00000087535","Zmiz1os1"
"25506","ENSMUSG00000046432","Bex3"
"25507","ENSMUSG00000007817","Zmiz1"
"25508","ENSMUSG00000087654","Gm12256"
"25509","ENSMUSG00000026172","Bcs1l"
"25510","ENSMUSG00000086076","Ncr3-ps"
"25511","ENSMUSG00000037001","Zfp39"
"25512","ENSMUSG00000092318","Vmn1r-ps60"
"25513","ENSMUSG00000029762","Akr1b8"
"25514","ENSMUSG00000044134","Fam109a"
"25515","ENSMUSG00000028398","Tmem261"
"25516","ENSMUSG00000035805","Mlc1"
"25517","ENSMUSG00000046613","Vwa5b2"
"25518","ENSMUSG00000095864","Vmn1r77"
"25519","ENSMUSG00000020638","Cmpk2"
"25520","ENSMUSG00000028661","Epha8"
"25521","ENSMUSG00000041536","Serpina3a"
"25522","ENSMUSG00000091020","Gm5828"
"25523","ENSMUSG00000083786","Rps18-ps2"
"25524","ENSMUSG00000066807","Gm10179"
"25525","ENSMUSG00000044030","Irf2bp1"
"25526","ENSMUSG00000097464","Gm26736"
"25527","ENSMUSG00000001687","Ubl3"
"25528","ENSMUSG00000073412","Lst1"
"25529","ENSMUSG00000096520","Gm3376"
"25530","ENSMUSG00000032827","Ppp1r9a"
"25531","ENSMUSG00000039742","Fam71f1"
"25532","ENSMUSG00000081537","Gm37832"
"25533","ENSMUSG00000070531","Wfdc6b"
"25534","ENSMUSG00000083430","Gm13006"
"25535","ENSMUSG00000026687","Aldh9a1"
"25536","ENSMUSG00000042686","Jph1"
"25537","ENSMUSG00000048540","Nhlh2"
"25538","ENSMUSG00000040891","Foxa3"
"25539","ENSMUSG00000039852","Rere"
"25540","ENSMUSG00000086105","Gm11636"
"25541","ENSMUSG00000070533","Wfdc8"
"25542","ENSMUSG00000086283","2810433D01Rik"
"25543","ENSMUSG00000029681","Bcl7b"
"25544","ENSMUSG00000098085","Gm8919"
"25545","ENSMUSG00000021210","Akr1c6"
"25546","ENSMUSG00000029162","Khk"
"25547","ENSMUSG00000086115","Gm15733"
"25548","ENSMUSG00000004266","Ptpn6"
"25549","ENSMUSG00000056004","9330182L06Rik"
"25550","ENSMUSG00000080992","Psmb5-ps"
"25551","ENSMUSG00000042489","Clspn"
"25552","ENSMUSG00000096086","Gm4761"
"25553","ENSMUSG00000081991","Gm13859"
"25554","ENSMUSG00000081196","Gm13858"
"25555","ENSMUSG00000063975","Slco1a5"
"25556","ENSMUSG00000083224","Gm11255"
"25557","ENSMUSG00000030265","Kras"
"25558","ENSMUSG00000090692","Gm17172"
"25559","ENSMUSG00000042433","Pih1h3b"
"25560","ENSMUSG00000087575","Gm12976"
"25561","ENSMUSG00000018379","Srsf1"
"25562","ENSMUSG00000082235","Gm13326"
"25563","ENSMUSG00000084026","Gm11259"
"25564","ENSMUSG00000092535","Vmn1r-ps61"
"25565","ENSMUSG00000083470","Nsa2-ps2"
"25566","ENSMUSG00000028391","Wdr31"
"25567","ENSMUSG00000083324","Gm14997"
"25568","ENSMUSG00000081761","Gm6298"
"25569","ENSMUSG00000058402","Zfp420"
"25570","ENSMUSG00000066364","Serpina3b"
"25571","ENSMUSG00000048796","Cyb561d1"
"25572","ENSMUSG00000061288","Taok3"
"25573","ENSMUSG00000096347","Gm21758"
"25574","ENSMUSG00000051455","Meioc"
"25575","ENSMUSG00000081525","Gm13325"
"25576","ENSMUSG00000024613","Tcof1"
"25577","ENSMUSG00000087037","4930432L08Rik"
"25578","ENSMUSG00000060974","Olfr530"
"25579","ENSMUSG00000005649","Cabp5"
"25580","ENSMUSG00000029236","Nmu"
"25581","ENSMUSG00000041681","Iapp"
"25582","ENSMUSG00000024399","Ltb"
"25583","ENSMUSG00000044454","Olfr867"
"25584","ENSMUSG00000066361","Serpina3c"
"25585","ENSMUSG00000029713","Gnb2"
"25586","ENSMUSG00000035930","Chst4"
"25587","ENSMUSG00000040370","Etfrf1"
"25588","ENSMUSG00000037638","Zbtb42"
"25589","ENSMUSG00000085787","Gm13092"
"25590","ENSMUSG00000086193","Gm11508"
"25591","ENSMUSG00000081025","Gm11943"
"25592","ENSMUSG00000085213","Gm13091"
"25593","ENSMUSG00000028278","Rragd"
"25594","ENSMUSG00000082647","Gm14056"
"25595","ENSMUSG00000075514","Gm13375"
"25596","ENSMUSG00000032053","Pou2af1"
"25597","ENSMUSG00000043510","Hscb"
"25598","ENSMUSG00000082404","Gm14799"
"25599","ENSMUSG00000081319","Gm12936"
"25600","ENSMUSG00000051022","Hs3st1"
"25601","ENSMUSG00000062712","Olfr531"
"25602","ENSMUSG00000026705","Klhl20"
"25603","ENSMUSG00000005891","Prl4a1"
"25604","ENSMUSG00000096727","Psmb9"
"25605","ENSMUSG00000085036","Gm14011"
"25606","ENSMUSG00000024122","Pdpk1"
"25607","ENSMUSG00000014361","Mertk"
"25608","ENSMUSG00000044676","Zfp612"
"25609","ENSMUSG00000086441","Gm15046"
"25610","ENSMUSG00000070436","Serpinh1"
"25611","ENSMUSG00000074067","Gm10619"
"25612","ENSMUSG00000078935","1700025C18Rik"
"25613","ENSMUSG00000084253","Gm11256"
"25614","ENSMUSG00000030523","Trpm1"
"25615","ENSMUSG00000081844","Gm11241"
"25616","ENSMUSG00000095941","Gm21964"
"25617","ENSMUSG00000082852","Gm12021"
"25618","ENSMUSG00000097385","Gm26814"
"25619","ENSMUSG00000045991","Onecut2"
"25620","ENSMUSG00000097396","Gm26556"
"25621","ENSMUSG00000063823","Olfr532"
"25622","ENSMUSG00000024085","Man2a1"
"25623","ENSMUSG00000081101","Gm12024"
"25624","ENSMUSG00000049093","Il23r"
"25625","ENSMUSG00000079559","Gm684"
"25626","ENSMUSG00000022335","Zfat"
"25627","ENSMUSG00000044694","2010007H06Rik"
"25628","ENSMUSG00000030116","Mfap5"
"25629","ENSMUSG00000066800","Rnasel"
"25630","ENSMUSG00000033715","Akr1c14"
"25631","ENSMUSG00000091573","Serpina3d-ps"
"25632","ENSMUSG00000033060","Lmo7"
"25633","ENSMUSG00000027947","Il6ra"
"25634","ENSMUSG00000037321","Tap1"
"25635","ENSMUSG00000085424","Fhad1os1"
"25636","ENSMUSG00000092350","Vmn1r-ps62"
"25637","ENSMUSG00000042410","Agps"
"25638","ENSMUSG00000081079","Gm13059"
"25639","ENSMUSG00000020925","Ccdc43"
"25640","ENSMUSG00000027365","Trpm7"
"25641","ENSMUSG00000085193","Gm13322"
"25642","ENSMUSG00000085922","Fhad1os2"
"25643","ENSMUSG00000039637","Coro7"
"25644","ENSMUSG00000051435","Fhad1"
"25645","ENSMUSG00000091160","Gm17133"
"25646","ENSMUSG00000030811","Fbxl19"
"25647","ENSMUSG00000048920","Fkrp"
"25648","ENSMUSG00000002428","Hltf"
"25649","ENSMUSG00000020863","Luc7l3"
"25650","ENSMUSG00000085806","Gm12023"
"25651","ENSMUSG00000044106","Olfr868"
"25652","ENSMUSG00000086341","Gm15932"
"25653","ENSMUSG00000030374","Strn4"
"25654","ENSMUSG00000086373","Gm11978"
"25655","ENSMUSG00000039648","Kyat1"
"25656","ENSMUSG00000030093","Wnt7a"
"25657","ENSMUSG00000041046","Ramp3"
"25658","ENSMUSG00000010476","Ebf3"
"25659","ENSMUSG00000062585","Cnr2"
"25660","ENSMUSG00000069044","Usp9y"
"25661","ENSMUSG00000041958","Pigs"
"25662","ENSMUSG00000085873","Ttc39aos1"
"25663","ENSMUSG00000024347","Psd2"
"25664","ENSMUSG00000042425","Frmpd3"
"25665","ENSMUSG00000033182","Kbtbd12"
"25666","ENSMUSG00000085743","8430419K02Rik"
"25667","ENSMUSG00000097693","4930471M09Rik"
"25668","ENSMUSG00000098240","Gm4575"
"25669","ENSMUSG00000079578","Gm1140"
"25670","ENSMUSG00000087523","Gm12319"
"25671","ENSMUSG00000079577","Gm14692"
"25672","ENSMUSG00000030968","Pdilt"
"25673","ENSMUSG00000000247","Lhx2"
"25674","ENSMUSG00000057236","Rbbp4"
"25675","ENSMUSG00000020898","Ctc1"
"25676","ENSMUSG00000062794","Zfp599"
"25677","ENSMUSG00000086630","Gm14397"
"25678","ENSMUSG00000053166","Cdh22"
"25679","ENSMUSG00000040860","Crocc"
"25680","ENSMUSG00000082621","Rpl7a-ps13"
"25681","ENSMUSG00000030724","Cd19"
"25682","ENSMUSG00000098014","Gm26967"
"25683","ENSMUSG00000025288","4933436I01Rik"
"25684","ENSMUSG00000030972","Acsm5"
"25685","ENSMUSG00000022521","Crebbp"
"25686","ENSMUSG00000028555","Ttc39a"
"25687","ENSMUSG00000083709","Gm14688"
"25688","ENSMUSG00000026688","Mgst3"
"25689","ENSMUSG00000087539","Gm13584"
"25690","ENSMUSG00000033149","Phldb2"
"25691","ENSMUSG00000082202","Gm4910"
"25692","ENSMUSG00000086821","Gm13377"
"25693","ENSMUSG00000083912","Gm5391"
"25694","ENSMUSG00000087219","Gm13376"
"25695","ENSMUSG00000091553","Serpina3e-ps"
"25696","ENSMUSG00000039646","Vasn"
"25697","ENSMUSG00000001333","Sync"
"25698","ENSMUSG00000086927","Gm11823"
"25699","ENSMUSG00000086668","Gm15273"
"25700","ENSMUSG00000021959","Lats2"
"25701","ENSMUSG00000086525","Gm15281"
"25702","ENSMUSG00000004069","Dnaja3"
"25703","ENSMUSG00000085756","Gm15279"
"25704","ENSMUSG00000079076","Gm3086"
"25705","ENSMUSG00000087468","Gm7023"
"25706","ENSMUSG00000020992","4930512B01Rik"
"25707","ENSMUSG00000066829","Zfp810"
"25708","ENSMUSG00000029715","Pop7"
"25709","ENSMUSG00000095934","Btbd35f13"
"25710","ENSMUSG00000036027","1810046K07Rik"
"25711","ENSMUSG00000021066","Atl1"
"25712","ENSMUSG00000097923","Gm26577"
"25713","ENSMUSG00000029714","Gigyf1"
"25714","ENSMUSG00000019982","Myb"
"25715","ENSMUSG00000058491","Olfr869"
"25716","ENSMUSG00000089785","Slc25a5-ps"
"25717","ENSMUSG00000025350","Rdh5"
"25718","ENSMUSG00000084980","Slc36a1os"
"25719","ENSMUSG00000082794","Gm6806"
"25720","ENSMUSG00000084375","Gm11637"
"25721","ENSMUSG00000086162","Gm16342"
"25722","ENSMUSG00000021374","Nup153"
"25723","ENSMUSG00000022255","Mtdh"
"25724","ENSMUSG00000029725","Ppp1r35"
"25725","ENSMUSG00000078308","Gm7293"
"25726","ENSMUSG00000026166","Ccl20"
"25727","ENSMUSG00000082031","Gm8097"
"25728","ENSMUSG00000090247","Bloc1s1"
"25729","ENSMUSG00000097148","Gm3839"
"25730","ENSMUSG00000097130","Gm5262"
"25731","ENSMUSG00000083012","Fam220a"
"25732","ENSMUSG00000086153","Gm12923"
"25733","ENSMUSG00000036330","Slc18a1"
"25734","ENSMUSG00000082286","Pisd-ps1"
"25735","ENSMUSG00000082785","Vmn1r-ps100"
"25736","ENSMUSG00000084118","Gm14989"
"25737","ENSMUSG00000086735","Gm13977"
"25738","ENSMUSG00000022738","Gsc2"
"25739","ENSMUSG00000046876","Atxn1"
"25740","ENSMUSG00000082135","Gm14988"
"25741","ENSMUSG00000095964","Gm6221"
"25742","ENSMUSG00000030263","Lrmp"
"25743","ENSMUSG00000052760","A630001G21Rik"
"25744","ENSMUSG00000081017","Gm15000"
"25745","ENSMUSG00000093419","Gm19898"
"25746","ENSMUSG00000082899","Gm12379"
"25747","ENSMUSG00000097725","4930593A02Rik"
"25748","ENSMUSG00000021908","Gm6768"
"25749","ENSMUSG00000093465","Gm20682"
"25750","ENSMUSG00000032264","Zw10"
"25751","ENSMUSG00000027007","Ssfa2"
"25752","ENSMUSG00000094699","Gm28637"
"25753","ENSMUSG00000021337","Scgn"
"25754","ENSMUSG00000021313","Ryr2"
"25755","ENSMUSG00000024998","Plce1"
"25756","ENSMUSG00000033731","3300002A11Rik"
"25757","ENSMUSG00000084148","Gm12380"
"25758","ENSMUSG00000095887","Gm10096"
"25759","ENSMUSG00000052854","Nrk"
"25760","ENSMUSG00000033713","Foxn3"
"25761","ENSMUSG00000087603","Gm11339"
"25762","ENSMUSG00000041886","Macc1"
"25763","ENSMUSG00000090429","Gm17271"
"25764","ENSMUSG00000074738","Fndc10"
"25765","ENSMUSG00000026393","Nek7"
"25766","ENSMUSG00000097603","A430010J10Rik"
"25767","ENSMUSG00000096422","Igkv12-44"
"25768","ENSMUSG00000018211","Wfdc15b"
"25769","ENSMUSG00000041789","2700046A07Rik"
"25770","ENSMUSG00000034552","Zswim2"
"25771","ENSMUSG00000046396","Olfr609"
"25772","ENSMUSG00000093771","AU023070"
"25773","ENSMUSG00000079378","Gm8279"
"25774","ENSMUSG00000085632","Gm12381"
"25775","ENSMUSG00000093644","Gm19560"
"25776","ENSMUSG00000034333","Zbed4"
"25777","ENSMUSG00000027660","Skil"
"25778","ENSMUSG00000081427","Gm12382"
"25779","ENSMUSG00000047875","Gpr157"
"25780","ENSMUSG00000031533","Mrps31"
"25781","ENSMUSG00000005220","Corin"
"25782","ENSMUSG00000081687","Gm13996"
"25783","ENSMUSG00000096221","1500002C15Rik"
"25784","ENSMUSG00000069223","4930451E10Rik"
"25785","ENSMUSG00000027794","Sohlh2"
"25786","ENSMUSG00000022237","Ankrd33b"
"25787","ENSMUSG00000029038","Ssu72"
"25788","ENSMUSG00000021496","Pcbd2"
"25789","ENSMUSG00000082238","Gm12383"
"25790","ENSMUSG00000087144","Gm5958"
"25791","ENSMUSG00000051403","Ppp1r37"
"25792","ENSMUSG00000074846","Gm10774"
"25793","ENSMUSG00000024188","Luc7l"
"25794","ENSMUSG00000096508","Gm7903"
"25795","ENSMUSG00000094433","Igkv5-43"
"25796","ENSMUSG00000029819","Npy"
"25797","ENSMUSG00000071047","Ces1a"
"25798","ENSMUSG00000025154","Arhgap19"
"25799","ENSMUSG00000035486","Plk5"
"25800","ENSMUSG00000003528","Slc25a1"
"25801","ENSMUSG00000054320","Lrrc36"
"25802","ENSMUSG00000042353","Frem3"
"25803","ENSMUSG00000057058","Skap1"
"25804","ENSMUSG00000049811","Fam161a"
"25805","ENSMUSG00000087462","Gm2200"
"25806","ENSMUSG00000040132","Svs2"
"25807","ENSMUSG00000092090","Gm3294"
"25808","ENSMUSG00000028245","Nsmaf"
"25809","ENSMUSG00000050058","Prm3"
"25810","ENSMUSG00000084962","Gm11947"
"25811","ENSMUSG00000087291","Gm11946"
"25812","ENSMUSG00000006651","Aplp1"
"25813","ENSMUSG00000094371","Gm7905"
"25814","ENSMUSG00000022821","Hgd"
"25815","ENSMUSG00000045584","Olfr610"
"25816","ENSMUSG00000028834","Trim63"
"25817","ENSMUSG00000038015","Prm2"
"25818","ENSMUSG00000050383","Svs3b"
"25819","ENSMUSG00000031886","Ces2e"
"25820","ENSMUSG00000004270","Lpcat3"
"25821","ENSMUSG00000040482","Dxo"
"25822","ENSMUSG00000054994","AV320801"
"25823","ENSMUSG00000030683","Sez6l2"
"25824","ENSMUSG00000007570","Fance"
"25825","ENSMUSG00000086863","Gm15543"
"25826","ENSMUSG00000090839","Gm17094"
"25827","ENSMUSG00000043541","Casc1"
"25828","ENSMUSG00000078143","Gm17344"
"25829","ENSMUSG00000083065","Gm13195"
"25830","ENSMUSG00000016998","Svs4"
"25831","ENSMUSG00000018341","Il12rb2"
"25832","ENSMUSG00000022501","Prm1"
"25833","ENSMUSG00000059832","Kprp"
"25834","ENSMUSG00000045708","Olfr447"
"25835","ENSMUSG00000041180","Hectd2"
"25836","ENSMUSG00000042684","Npl"
"25837","ENSMUSG00000085436","Zfp335os"
"25838","ENSMUSG00000022212","Cpne6"
"25839","ENSMUSG00000078630","Tomt"
"25840","ENSMUSG00000048439","Nupl2"
"25841","ENSMUSG00000039834","Zfp335"
"25842","ENSMUSG00000038292","Ccdc155"
"25843","ENSMUSG00000096119","Gm6228"
"25844","ENSMUSG00000056293","Gsdmc2"
"25845","ENSMUSG00000086685","Gm15015"
"25846","ENSMUSG00000085827","Gm11290"
"25847","ENSMUSG00000004268","Emg1"
"25848","ENSMUSG00000017003","Svs3a"
"25849","ENSMUSG00000046861","Hectd3"
"25850","ENSMUSG00000031715","Smarca5"
"25851","ENSMUSG00000086508","Gm11291"
"25852","ENSMUSG00000057160","Gm16372"
"25853","ENSMUSG00000030649","Anapc15"
"25854","ENSMUSG00000073705","Apitd1"
"25855","ENSMUSG00000043145","Gm11292"
"25856","ENSMUSG00000092077","Olfr101"
"25857","ENSMUSG00000055024","Ep300"
"25858","ENSMUSG00000085884","Gm15342"
"25859","ENSMUSG00000069302","Hist1h2ah"
"25860","ENSMUSG00000037210","Fam193a"
"25861","ENSMUSG00000047905","Gm8566"
"25862","ENSMUSG00000097597","Gm26674"
"25863","ENSMUSG00000026020","Nop58"
"25864","ENSMUSG00000022914","Brwd1"
"25865","ENSMUSG00000015305","Sash1"
"25866","ENSMUSG00000036371","Serbp1"
"25867","ENSMUSG00000029454","Mapkapk5"
"25868","ENSMUSG00000062543","Gsdmcl1"
"25869","ENSMUSG00000055827","Gsdmc3"
"25870","ENSMUSG00000081669","Npm3-ps1"
"25871","ENSMUSG00000095912","Gm3317"
"25872","ENSMUSG00000017000","Svs6"
"25873","ENSMUSG00000022947","Cbr3"
"25874","ENSMUSG00000084991","Gm16260"
"25875","ENSMUSG00000028287","1700009N14Rik"
"25876","ENSMUSG00000059279","Olfr224"
"25877","ENSMUSG00000061614","Olfr845"
"25878","ENSMUSG00000054391","4930517O19Rik"
"25879","ENSMUSG00000079380","Gm8271"
"25880","ENSMUSG00000062727","Hist1h2bk"
"25881","ENSMUSG00000091404","Gm3140"
"25882","ENSMUSG00000097218","Gm26552"
"25883","ENSMUSG00000098062","Gm26931"
"25884","ENSMUSG00000090900","Gm3326"
"25885","ENSMUSG00000027950","Chrnb2"
"25886","ENSMUSG00000079451","Tmprss11g"
"25887","ENSMUSG00000093867","Gsdmcl2"
"25888","ENSMUSG00000089764","Gm16580"
"25889","ENSMUSG00000093400","Gm20647"
"25890","ENSMUSG00000003477","Inmt"
"25891","ENSMUSG00000039849","Pcif1"
"25892","ENSMUSG00000017004","Svs5"
"25893","ENSMUSG00000045179","Sox3"
"25894","ENSMUSG00000056943","Gm10015"
"25895","ENSMUSG00000050967","Creg2"
"25896","ENSMUSG00000082302","Gm12385"
"25897","ENSMUSG00000053684","BC048403"
"25898","ENSMUSG00000031642","Sh3rf1"
"25899","ENSMUSG00000097083","D930019O06Rik"
"25900","ENSMUSG00000052117","D630039A03Rik"
"25901","ENSMUSG00000083271","Gm12384"
"25902","ENSMUSG00000037991","Rmi2"
"25903","ENSMUSG00000087565","Gm14662"
"25904","ENSMUSG00000086890","1700021J08Rik"
"25905","ENSMUSG00000001827","Folr1"
"25906","ENSMUSG00000082022","Gm12386"
"25907","ENSMUSG00000086577","Gm7076"
"25908","ENSMUSG00000057497","Fam136a"
"25909","ENSMUSG00000082497","Gm40"
"25910","ENSMUSG00000084220","Gm12387"
"25911","ENSMUSG00000081342","Gm11434"
"25912","ENSMUSG00000059201","Lep"
"25913","ENSMUSG00000028861","Mrps15"
"25914","ENSMUSG00000074923","Pak6"
"25915","ENSMUSG00000085664","Atxn7l1os2"
"25916","ENSMUSG00000081323","Rpl7l1-ps1"
"25917","ENSMUSG00000048304","Slitrk3"
"25918","ENSMUSG00000040282","BC052040"
"25919","ENSMUSG00000073111","Olfr446"
"25920","ENSMUSG00000018999","Slc35b4"
"25921","ENSMUSG00000059273","Zc3h4"
"25922","ENSMUSG00000020564","Atxn7l1"
"25923","ENSMUSG00000081473","Gm4853"
"25924","ENSMUSG00000006373","Pgrmc1"
"25925","ENSMUSG00000069020","Urm1"
"25926","ENSMUSG00000038370","Pcp4l1"
"25927","ENSMUSG00000022235","Cmbl"
"25928","ENSMUSG00000029614","Rpl6"
"25929","ENSMUSG00000066197","Gpr139"
"25930","ENSMUSG00000058692","Olfr846"
"25931","ENSMUSG00000021345","Prl8a6"
"25932","ENSMUSG00000041670","Rims1"
"25933","ENSMUSG00000026791","Slc2a8"
"25934","ENSMUSG00000035845","Alg12"
"25935","ENSMUSG00000033781","Asb13"
"25936","ENSMUSG00000091531","Olfr102"
"25937","ENSMUSG00000067430","Zfp763"
"25938","ENSMUSG00000037656","Slc20a2"
"25939","ENSMUSG00000082492","Gm14871"
"25940","ENSMUSG00000095334","Gm21984"
"25941","ENSMUSG00000085235","Gm12576"
"25942","ENSMUSG00000025977","Boll"
"25943","ENSMUSG00000019961","Tmpo"
"25944","ENSMUSG00000059821","Olfr847"
"25945","ENSMUSG00000087401","Gm14664"
"25946","ENSMUSG00000083543","Gm14663"
"25947","ENSMUSG00000030685","Kctd13"
"25948","ENSMUSG00000047180","Neurl3"
"25949","ENSMUSG00000094854","Gm5334"
"25950","ENSMUSG00000029407","Uso1"
"25951","ENSMUSG00000073110","Olfr444"
"25952","ENSMUSG00000083483","Gm14044"
"25953","ENSMUSG00000042978","Sbk1"
"25954","ENSMUSG00000066877","Nck2"
"25955","ENSMUSG00000020121","Srgap1"
"25956","ENSMUSG00000091386","Olfr443-ps1"
"25957","ENSMUSG00000027242","Wdr76"
"25958","ENSMUSG00000046378","Asphd1"
"25959","ENSMUSG00000098110","Gm26956"
"25960","ENSMUSG00000031271","Serpina7"
"25961","ENSMUSG00000067424","Zfp563"
